dim_M,dim_N,dim_K,CudaGlobalMemory_failed (1),CudaGlobalMemory_time (s),CudaSharedMemory_failed (1),CudaSharedMemory_time (s),CupyMatmul_failed (1),CupyMatmul_time (s),CupyDot_failed (1),CupyDot_time (s)
66,66,66,0,0.00044727325439453125,0,0.00036072731018066406,0,0.00015926361083984375,0,7.62939453125e-05
67,67,67,0,0.0003693103790283203,0,0.00035643577575683594,0,0.00015926361083984375,0,7.724761962890625e-05
68,68,68,0,0.000408172607421875,0,0.00034999847412109375,0,0.0001628398895263672,0,7.939338684082031e-05
69,69,69,0,0.000408172607421875,0,0.0003521442413330078,0,0.00016999244689941406,0,8.20159912109375e-05
70,70,70,0,0.0004000663757324219,0,0.0003566741943359375,0,0.0001628398895263672,0,7.939338684082031e-05
71,71,71,0,0.0004115104675292969,0,0.00039649009704589844,0,0.00016164779663085938,0,8.058547973632812e-05
72,72,72,0,0.0003807544708251953,0,0.0003380775451660156,0,0.00016236305236816406,0,8.749961853027344e-05
73,73,73,0,0.0004220008850097656,0,0.0003864765167236328,0,0.00016546249389648438,0,8.082389831542969e-05
74,74,74,0,0.0004055500030517578,0,0.0003705024719238281,0,0.00016450881958007812,0,7.82012939453125e-05
75,75,75,0,0.00038909912109375,0,0.00037026405334472656,0,0.00016498565673828125,0,7.915496826171875e-05
76,76,76,0,0.0004208087921142578,0,0.0003924369812011719,0,0.00016307830810546875,0,7.963180541992188e-05
77,77,77,0,0.0005834102630615234,0,0.0003604888916015625,0,0.00016999244689941406,0,8.034706115722656e-05
78,78,78,0,0.0004661083221435547,0,0.00034427642822265625,0,0.00016999244689941406,0,8.416175842285156e-05
79,79,79,0,0.0004341602325439453,0,0.0003914833068847656,0,0.0001690387725830078,0,8.344650268554688e-05
80,80,80,0,0.0003829002380371094,0,0.00036334991455078125,0,0.00017118453979492188,0,8.463859558105469e-05
81,81,81,0,0.00046443939208984375,0,0.0003662109375,0,0.00017261505126953125,0,8.273124694824219e-05
82,82,82,0,0.0003962516784667969,0,0.0004019737243652344,0,0.0001766681671142578,0,8.749961853027344e-05
83,83,83,0,0.0004138946533203125,0,0.0003571510314941406,0,0.00016641616821289062,0,8.20159912109375e-05
84,84,84,0,0.00040841102600097656,0,0.0003974437713623047,0,0.0001728534698486328,0,8.654594421386719e-05
85,85,85,0,0.0004124641418457031,0,0.0003523826599121094,0,0.00016808509826660156,0,8.296966552734375e-05
86,86,86,0,0.0004336833953857422,0,0.00040340423583984375,0,0.00017571449279785156,0,8.726119995117188e-05
87,87,87,0,0.00038933753967285156,0,0.0003495216369628906,0,0.00017547607421875,0,8.797645568847656e-05
88,88,88,0,0.00043964385986328125,0,0.00038504600524902344,0,0.00017452239990234375,0,8.916854858398438e-05
89,89,89,0,0.0003943443298339844,0,0.00034356117248535156,0,0.00018525123596191406,0,8.749961853027344e-05
90,90,90,0,0.0004496574401855469,0,0.00035691261291503906,0,0.00017189979553222656,0,8.535385131835938e-05
91,91,91,0,0.0004169940948486328,0,0.00037384033203125,0,0.00017547607421875,0,9.083747863769531e-05
92,92,92,0,0.0004448890686035156,0,0.00035881996154785156,0,0.00017714500427246094,0,8.7738037109375e-05
93,93,93,0,0.00042748451232910156,0,0.0004119873046875,0,0.00017189979553222656,0,8.893013000488281e-05
94,94,94,0,0.0004010200500488281,0,0.0003514289855957031,0,0.0001766681671142578,0,9.083747863769531e-05
95,95,95,0,0.0004215240478515625,0,0.00039958953857421875,0,0.00017642974853515625,0,9.131431579589844e-05
96,96,96,0,0.00040531158447265625,0,0.0003495216369628906,0,0.000263214111328125,0,9.322166442871094e-05
97,97,97,0,0.00046539306640625,0,0.0004088878631591797,0,0.00018024444580078125,0,8.916854858398438e-05
98,98,98,0,0.0004229545593261719,0,0.0003867149353027344,0,0.00018453598022460938,0,9.107589721679688e-05
99,99,99,0,0.0004458427429199219,0,0.00035572052001953125,0,0.0001761913299560547,0,9.560585021972656e-05
100,100,100,0,0.0004162788391113281,0,0.0003731250762939453,0,0.0001761913299560547,0,9.250640869140625e-05
101,101,101,0,0.0005137920379638672,0,0.0003867149353027344,0,0.00018215179443359375,0,9.107589721679688e-05
102,102,102,0,0.0004172325134277344,0,0.00037288665771484375,0,0.00017952919006347656,0,9.512901306152344e-05
103,103,103,0,0.0004394054412841797,0,0.0003719329833984375,0,0.00018215179443359375,0,9.274482727050781e-05
104,104,104,0,0.0004401206970214844,0,0.00043272972106933594,0,0.00018286705017089844,0,9.465217590332031e-05
105,105,105,0,0.0004181861877441406,0,0.0003597736358642578,0,0.0001804828643798828,0,9.226799011230469e-05
106,106,106,0,0.0004229545593261719,0,0.0004096031188964844,0,0.0001926422119140625,0,9.584426879882812e-05
107,107,107,0,0.00041556358337402344,0,0.0003566741943359375,0,0.00018215179443359375,0,9.822845458984375e-05
108,108,108,0,0.00044083595275878906,0,0.00039267539978027344,0,0.0001804828643798828,0,9.512901306152344e-05
109,109,109,0,0.00042557716369628906,0,0.0003833770751953125,0,0.0002536773681640625,0,0.00011205673217773438
110,110,110,0,0.0004894733428955078,0,0.0003902912139892578,0,0.00018477439880371094,0,9.465217590332031e-05
111,111,111,0,0.00042128562927246094,0,0.00035381317138671875,0,0.0001838207244873047,0,9.703636169433594e-05
112,112,112,0,0.00047278404235839844,0,0.0003790855407714844,0,0.0001842975616455078,0,9.775161743164062e-05
113,113,113,0,0.0004658699035644531,0,0.0003819465637207031,0,0.00018715858459472656,0,9.894371032714844e-05
114,114,114,0,0.0004825592041015625,0,0.0003845691680908203,0,0.00018525123596191406,0,9.72747802734375e-05
115,115,115,0,0.0004220008850097656,0,0.0003921985626220703,0,0.00018477439880371094,0,9.894371032714844e-05
116,116,116,0,0.00045943260192871094,0,0.00038123130798339844,0,0.00018453598022460938,0,9.703636169433594e-05
117,117,117,0,0.00042176246643066406,0,0.0003910064697265625,0,0.0001850128173828125,0,0.00010085105895996094
118,118,118,0,0.0004603862762451172,0,0.0003750324249267578,0,0.0001850128173828125,0,9.870529174804688e-05
119,119,119,0,0.0004267692565917969,0,0.00046062469482421875,0,0.00019431114196777344,0,0.00010442733764648438
120,120,120,0,0.0004591941833496094,0,0.00037980079650878906,0,0.00019049644470214844,0,0.00010085105895996094
121,121,121,0,0.00045490264892578125,0,0.0003681182861328125,0,0.00018858909606933594,0,0.00010347366333007812
122,122,122,0,0.00047516822814941406,0,0.0003719329833984375,0,0.00018835067749023438,0,0.00010585784912109375
123,123,123,0,0.00046539306640625,0,0.00036597251892089844,0,0.00019049644470214844,0,0.00010561943054199219
124,124,124,0,0.0004487037658691406,0,0.00036406517028808594,0,0.000186920166015625,0,0.00010466575622558594
125,125,125,0,0.0005018711090087891,0,0.0003795623779296875,0,0.0001900196075439453,0,0.00010275840759277344
126,126,126,0,0.0004374980926513672,0,0.0003962516784667969,0,0.00018978118896484375,0,0.00010466575622558594
127,127,127,0,0.00046753883361816406,0,0.0003788471221923828,0,0.00018858909606933594,0,0.00010538101196289062
128,128,128,0,0.0004570484161376953,0,0.0004162788391113281,0,0.00019311904907226562,0,0.00010752677917480469
129,129,129,0,0.0005028247833251953,0,0.0003962516784667969,0,0.0002713203430175781,0,0.00010657310485839844
130,130,130,0,0.0004744529724121094,0,0.0004177093505859375,0,0.00020241737365722656,0,0.0001087188720703125
131,131,131,0,0.0004892349243164062,0,0.00038743019104003906,0,0.00019049644470214844,0,0.00010561943054199219
132,132,132,0,0.0004858970642089844,0,0.0003936290740966797,0,0.00019240379333496094,0,0.00010752677917480469
133,133,133,0,0.0004684925079345703,0,0.0003807544708251953,0,0.00020313262939453125,0,0.00010633468627929688
134,134,134,0,0.0005006790161132812,0,0.00039267539978027344,0,0.0001926422119140625,0,0.00011014938354492188
135,135,135,0,0.0004820823669433594,0,0.0003800392150878906,0,0.00019240379333496094,0,0.00010657310485839844
136,136,136,0,0.0005145072937011719,0,0.00040411949157714844,0,0.00020503997802734375,0,0.00010967254638671875
137,137,137,0,0.00046181678771972656,0,0.0005154609680175781,0,0.00020360946655273438,0,0.00011181831359863281
138,138,138,0,0.0005037784576416016,0,0.0004589557647705078,0,0.00020313262939453125,0,0.00011086463928222656
139,139,139,0,0.0004773139953613281,0,0.0004169940948486328,0,0.00019931793212890625,0,0.0001087188720703125
140,140,140,0,0.0005044937133789062,0,0.0004050731658935547,0,0.00020456314086914062,0,0.00011563301086425781
141,141,141,0,0.0004665851593017578,0,0.00040411949157714844,0,0.00019860267639160156,0,0.00011444091796875
142,142,142,0,0.0004999637603759766,0,0.0004017353057861328,0,0.0001990795135498047,0,0.00011348724365234375
143,143,143,0,0.0004971027374267578,0,0.0003781318664550781,0,0.00019788742065429688,0,0.00011372566223144531
144,144,144,0,0.0004878044128417969,0,0.00045228004455566406,0,0.00020384788513183594,0,0.00011229515075683594
145,145,145,0,0.0005767345428466797,0,0.000415802001953125,0,0.00020575523376464844,0,0.00012254714965820312
146,146,146,0,0.0005006790161132812,0,0.0003917217254638672,0,0.00019621849060058594,0,0.00011110305786132812
147,147,147,0,0.0005269050598144531,0,0.0004100799560546875,0,0.00020265579223632812,0,0.00011682510375976562
148,148,148,0,0.0004889965057373047,0,0.0004520416259765625,0,0.00020241737365722656,0,0.00011396408081054688
149,149,149,0,0.0005168914794921875,0,0.0004086494445800781,0,0.00020122528076171875,0,0.00011682510375976562
150,150,150,0,0.0004856586456298828,0,0.00047898292541503906,0,0.00021219253540039062,0,0.00012683868408203125
151,151,151,0,0.000514984130859375,0,0.0003962516784667969,0,0.00020456314086914062,0,0.00011420249938964844
152,152,152,0,0.0005011558532714844,0,0.0004286766052246094,0,0.00020122528076171875,0,0.00011849403381347656
153,153,153,0,0.0004940032958984375,0,0.00039267539978027344,0,0.00022029876708984375,0,0.0001220703125
154,154,154,0,0.0005500316619873047,0,0.0004124641418457031,0,0.00020647048950195312,0,0.00012040138244628906
155,155,155,0,0.0004954338073730469,0,0.0003838539123535156,0,0.0002079010009765625,0,0.000125885009765625
156,156,156,0,0.0006277561187744141,0,0.0004138946533203125,0,0.0002117156982421875,0,0.00012826919555664062
157,157,157,0,0.0004928112030029297,0,0.0004057884216308594,0,0.00020813941955566406,0,0.0001232624053955078
158,158,158,0,0.0005331039428710938,0,0.00039267539978027344,0,0.0002079010009765625,0,0.00012254714965820312
159,159,159,0,0.0005218982696533203,0,0.00043702125549316406,0,0.00020837783813476562,0,0.0001227855682373047
160,160,160,0,0.0004937648773193359,0,0.00040340423583984375,0,0.0002167224884033203,0,0.00012421607971191406
161,161,161,0,0.0005674362182617188,0,0.00044536590576171875,0,0.000213623046875,0,0.00012373924255371094
162,162,162,0,0.0005283355712890625,0,0.0004189014434814453,0,0.0002741813659667969,0,0.0001304149627685547
163,163,163,0,0.0005385875701904297,0,0.0004420280456542969,0,0.0002300739288330078,0,0.0001513957977294922
164,164,164,0,0.0005688667297363281,0,0.0004470348358154297,0,0.00026488304138183594,0,0.00014662742614746094
165,165,165,0,0.0005819797515869141,0,0.0004050731658935547,0,0.00021338462829589844,0,0.00012922286987304688
166,166,166,0,0.0005590915679931641,0,0.0004246234893798828,0,0.00021648406982421875,0,0.0001342296600341797
167,167,167,0,0.0006160736083984375,0,0.0004153251647949219,0,0.00021958351135253906,0,0.00013208389282226562
168,168,168,0,0.0005483627319335938,0,0.00041794776916503906,0,0.00021219253540039062,0,0.0001316070556640625
169,169,169,0,0.0005519390106201172,0,0.0004062652587890625,0,0.0002472400665283203,0,0.0001392364501953125
170,170,170,0,0.0005674362182617188,0,0.0004489421844482422,0,0.00021719932556152344,0,0.000133514404296875
171,171,171,0,0.0005524158477783203,0,0.00041937828063964844,0,0.000217437744140625,0,0.00013971328735351562
172,172,172,0,0.0005645751953125,0,0.0005164146423339844,0,0.00022339820861816406,0,0.00013518333435058594
173,173,173,0,0.0005402565002441406,0,0.0004169940948486328,0,0.0002200603485107422,0,0.00013756752014160156
174,174,174,0,0.0005650520324707031,0,0.00044083595275878906,0,0.00021696090698242188,0,0.00013518333435058594
175,175,175,0,0.0005769729614257812,0,0.0004391670227050781,0,0.0002224445343017578,0,0.00013780593872070312
176,176,176,0,0.0005676746368408203,0,0.000400543212890625,0,0.0002334117889404297,0,0.00013899803161621094
177,177,177,0,0.0005717277526855469,0,0.00044274330139160156,0,0.00032448768615722656,0,0.0001361370086669922
178,178,178,0,0.0006186962127685547,0,0.000457763671875,0,0.00022840499877929688,0,0.00013875961303710938
179,179,179,0,0.0005726814270019531,0,0.0004069805145263672,0,0.00021839141845703125,0,0.0001366138458251953
180,180,180,0,0.0006136894226074219,0,0.0004341602325439453,0,0.0002262592315673828,0,0.00013875961303710938
181,181,181,0,0.0005791187286376953,0,0.0006339550018310547,0,0.0002353191375732422,0,0.00014543533325195312
182,182,182,0,0.0005810260772705078,0,0.00040912628173828125,0,0.0003337860107421875,0,0.00014853477478027344
183,183,183,0,0.0005946159362792969,0,0.00047087669372558594,0,0.00023055076599121094,0,0.0001399517059326172
184,184,184,0,0.0005643367767333984,0,0.00041365623474121094,0,0.000225067138671875,0,0.0001475811004638672
185,185,185,0,0.0005970001220703125,0,0.0005230903625488281,0,0.00023245811462402344,0,0.00014519691467285156
186,186,186,0,0.0005860328674316406,0,0.00043010711669921875,0,0.00022673606872558594,0,0.00014400482177734375
187,187,187,0,0.0006003379821777344,0,0.0004153251647949219,0,0.00023102760314941406,0,0.0001461505889892578
188,188,188,0,0.0006022453308105469,0,0.00044798851013183594,0,0.0002384185791015625,0,0.00014328956604003906
189,189,189,0,0.0006628036499023438,0,0.0004134178161621094,0,0.00023317337036132812,0,0.00014638900756835938
190,190,190,0,0.0006046295166015625,0,0.0004410743713378906,0,0.00023627281188964844,0,0.00014519691467285156
191,191,191,0,0.0006334781646728516,0,0.00042176246643066406,0,0.00023245811462402344,0,0.00014710426330566406
192,192,192,0,0.0006103515625,0,0.0004611015319824219,0,0.0002288818359375,0,0.0001456737518310547
193,193,193,0,0.0006153583526611328,0,0.0004329681396484375,0,0.00023293495178222656,0,0.00015473365783691406
194,194,194,0,0.0006928443908691406,0,0.0004589557647705078,0,0.00023245811462402344,0,0.0001556873321533203
195,195,195,0,0.0006361007690429688,0,0.0004432201385498047,0,0.0002334117889404297,0,0.0001544952392578125
196,196,196,0,0.0005998611450195312,0,0.0005087852478027344,0,0.00024008750915527344,0,0.00016021728515625
197,197,197,0,0.0006530284881591797,0,0.00044345855712890625,0,0.00023555755615234375,0,0.00015497207641601562
198,198,198,0,0.0006539821624755859,0,0.00044083595275878906,0,0.0002353191375732422,0,0.00015997886657714844
199,199,199,0,0.0006327629089355469,0,0.0004248619079589844,0,0.0002467632293701172,0,0.00016021728515625
200,200,200,0,0.0007386207580566406,0,0.00045299530029296875,0,0.00024127960205078125,0,0.00015997886657714844
201,201,201,0,0.0006275177001953125,0,0.00042724609375,0,0.0002391338348388672,0,0.00015974044799804688
202,202,202,0,0.0006914138793945312,0,0.0004611015319824219,0,0.00024318695068359375,0,0.0001633167266845703
203,203,203,0,0.0006315708160400391,0,0.0004611015319824219,0,0.00023865699768066406,0,0.00016355514526367188
204,204,204,0,0.000652313232421875,0,0.0004398822784423828,0,0.00029778480529785156,0,0.0001621246337890625
205,205,205,0,0.00064849853515625,0,0.0004820823669433594,0,0.0002532005310058594,0,0.0001647472381591797
206,206,206,0,0.0006527900695800781,0,0.0004298686981201172,0,0.0002357959747314453,0,0.0001659393310546875
207,207,207,0,0.0007367134094238281,0,0.0004794597625732422,0,0.0002620220184326172,0,0.00016832351684570312
208,208,208,0,0.0006585121154785156,0,0.00043654441833496094,0,0.00025153160095214844,0,0.0001652240753173828
209,209,209,0,0.0007236003875732422,0,0.0004658699035644531,0,0.00025177001953125,0,0.00017070770263671875
210,210,210,0,0.0006990432739257812,0,0.00045108795166015625,0,0.0003056526184082031,0,0.00016808509826660156
211,211,211,0,0.0007183551788330078,0,0.00044798851013183594,0,0.0002541542053222656,0,0.0001690387725830078
212,212,212,0,0.0006899833679199219,0,0.00043892860412597656,0,0.00030231475830078125,0,0.00017142295837402344
213,213,213,0,0.0007374286651611328,0,0.00046706199645996094,0,0.00026106834411621094,0,0.0001709461212158203
214,214,214,0,0.0006601810455322266,0,0.00048542022705078125,0,0.00024700164794921875,0,0.0001690387725830078
215,215,215,0,0.0006577968597412109,0,0.0004372596740722656,0,0.000247955322265625,0,0.0001723766326904297
216,216,216,0,0.0007197856903076172,0,0.0005636215209960938,0,0.0002713203430175781,0,0.0001804828643798828
217,217,217,0,0.0006961822509765625,0,0.0004401206970214844,0,0.0002620220184326172,0,0.000171661376953125
218,218,218,0,0.0007119178771972656,0,0.0004932880401611328,0,0.00025153160095214844,0,0.00017642974853515625
219,219,219,0,0.0006792545318603516,0,0.0004551410675048828,0,0.00033092498779296875,0,0.0001804828643798828
220,220,220,0,0.0007522106170654297,0,0.0004544258117675781,0,0.0002512931823730469,0,0.00017499923706054688
221,221,221,0,0.00069427490234375,0,0.0009710788726806641,0,0.00027179718017578125,0,0.00017786026000976562
222,222,222,0,0.0008306503295898438,0,0.00045037269592285156,0,0.0002620220184326172,0,0.0001862049102783203
223,223,223,0,0.0007240772247314453,0,0.00044989585876464844,0,0.0002646446228027344,0,0.00017499923706054688
224,224,224,0,0.0008280277252197266,0,0.00048160552978515625,0,0.0002880096435546875,0,0.00018668174743652344
225,225,225,0,0.0007662773132324219,0,0.0005667209625244141,0,0.0002646446228027344,0,0.00018715858459472656
226,226,226,0,0.0007479190826416016,0,0.0005152225494384766,0,0.00026297569274902344,0,0.0001823902130126953
227,227,227,0,0.0007469654083251953,0,0.0005524158477783203,0,0.00026488304138183594,0,0.0001850128173828125
228,228,228,0,0.000762939453125,0,0.0004668235778808594,0,0.0002598762512207031,0,0.0001838207244873047
229,229,229,0,0.0007138252258300781,0,0.0005183219909667969,0,0.00026345252990722656,0,0.00019359588623046875
230,230,230,0,0.0007596015930175781,0,0.0005369186401367188,0,0.0002682209014892578,0,0.00018310546875
231,231,231,0,0.0007836818695068359,0,0.0004699230194091797,0,0.00026679039001464844,0,0.00018358230590820312
232,232,232,0,0.0007762908935546875,0,0.0004680156707763672,0,0.0003323554992675781,0,0.00018525123596191406
233,233,233,0,0.00078582763671875,0,0.00047206878662109375,0,0.00026679039001464844,0,0.00019049644470214844
234,234,234,0,0.0007810592651367188,0,0.00046753883361816406,0,0.00033020973205566406,0,0.00018715858459472656
235,235,235,0,0.00078582763671875,0,0.00048351287841796875,0,0.00026798248291015625,0,0.0001895427703857422
236,236,236,0,0.0007886886596679688,0,0.0005118846893310547,0,0.00026726722717285156,0,0.0001900196075439453
237,237,237,0,0.0007517337799072266,0,0.00047016143798828125,0,0.00032830238342285156,0,0.00020432472229003906
238,238,238,0,0.00079345703125,0,0.0004935264587402344,0,0.0002720355987548828,0,0.0001938343048095703
239,239,239,0,0.0007703304290771484,0,0.0004913806915283203,0,0.00033211708068847656,0,0.00019931793212890625
240,240,240,0,0.0007958412170410156,0,0.0005097389221191406,0,0.0002684593200683594,0,0.0001938343048095703
241,241,241,0,0.0007970333099365234,0,0.0004911422729492188,0,0.0003311634063720703,0,0.00019979476928710938
242,242,242,0,0.0008804798126220703,0,0.0005371570587158203,0,0.0002758502960205078,0,0.00019788742065429688
243,243,243,0,0.0007901191711425781,0,0.0004858970642089844,0,0.0003342628479003906,0,0.0002052783966064453
244,244,244,0,0.0008928775787353516,0,0.0005071163177490234,0,0.0002777576446533203,0,0.00019812583923339844
245,245,245,0,0.0008041858673095703,0,0.00048470497131347656,0,0.0003821849822998047,0,0.00020170211791992188
246,246,246,0,0.0008766651153564453,0,0.0005078315734863281,0,0.0002734661102294922,0,0.0002002716064453125
247,247,247,0,0.0008547306060791016,0,0.0005176067352294922,0,0.00027942657470703125,0,0.00021004676818847656
248,248,248,0,0.0008480548858642578,0,0.0004963874816894531,0,0.0003421306610107422,0,0.000213623046875
249,249,249,0,0.0008404254913330078,0,0.0005228519439697266,0,0.0002772808074951172,0,0.0002117156982421875
250,250,250,0,0.0008602142333984375,0,0.00048613548278808594,0,0.00034117698669433594,0,0.0002033710479736328
251,251,251,0,0.0008230209350585938,0,0.0005383491516113281,0,0.0002849102020263672,0,0.00021457672119140625
252,252,252,0,0.0008623600006103516,0,0.0004887580871582031,0,0.00034308433532714844,0,0.00021147727966308594
253,253,253,0,0.0008943080902099609,0,0.0005183219909667969,0,0.0002830028533935547,0,0.0002143383026123047
