dim_M,dim_N,dim_K,CudaGlobalMemory_failed (1),CudaGlobalMemory_time (s),CudaSharedMemory_failed (1),CudaSharedMemory_time (s),CupyMatmul_failed (1),CupyMatmul_time (s),CupyDot_failed (1),CupyDot_time (s)
254,254,254,0,0.0008502006530761719,0,0.00048351287841796875,0,0.0003485679626464844,0,0.00021529197692871094
255,255,255,0,0.0009248256683349609,0,0.0005223751068115234,0,0.0002875328063964844,0,0.00022602081298828125
256,256,256,0,0.0008566379547119141,0,0.0005125999450683594,0,0.0003521442413330078,0,0.0002186298370361328
257,257,257,0,0.0009496212005615234,0,0.0005056858062744141,0,0.001010894775390625,0,0.0002281665802001953
258,258,258,0,0.0009377002716064453,0,0.0005373954772949219,0,0.00030612945556640625,0,0.00022411346435546875
259,259,259,0,0.0009162425994873047,0,0.0005042552947998047,0,0.0003612041473388672,0,0.00022649765014648438
260,260,260,0,0.0009014606475830078,0,0.0006213188171386719,0,0.00030517578125,0,0.0002307891845703125
261,261,261,0,0.0009326934814453125,0,0.0005369186401367188,0,0.0003001689910888672,0,0.00023174285888671875
262,262,262,0,0.0008859634399414062,0,0.0005948543548583984,0,0.0003063678741455078,0,0.0002353191375732422
263,263,263,0,0.0009098052978515625,0,0.00051116943359375,0,0.0002987384796142578,0,0.00023365020751953125
264,264,264,0,0.0010347366333007812,0,0.0005283355712890625,0,0.0003139972686767578,0,0.00022840499877929688
265,265,265,0,0.0009212493896484375,0,0.0005812644958496094,0,0.00031280517578125,0,0.00023937225341796875
266,266,266,0,0.0010304450988769531,0,0.0005085468292236328,0,0.00031304359436035156,0,0.00023818016052246094
267,267,267,0,0.0009424686431884766,0,0.0005228519439697266,0,0.0003018379211425781,0,0.00023603439331054688
268,268,268,0,0.0009961128234863281,0,0.0005140304565429688,0,0.0003113746643066406,0,0.00024390220642089844
269,269,269,0,0.0009508132934570312,0,0.0006053447723388672,0,0.00032210350036621094,0,0.0002338886260986328
270,270,270,0,0.0009510517120361328,0,0.0006043910980224609,0,0.00031113624572753906,0,0.00024318695068359375
271,271,271,0,0.0010280609130859375,0,0.0005512237548828125,0,0.0003142356872558594,0,0.00023984909057617188
272,272,272,0,0.0009517669677734375,0,0.0005271434783935547,0,0.0003733634948730469,0,0.00025010108947753906
273,273,273,0,0.0010287761688232422,0,0.0005946159362792969,0,0.00032711029052734375,0,0.0002484321594238281
274,274,274,0,0.0009779930114746094,0,0.0005180835723876953,0,0.00037980079650878906,0,0.0002627372741699219
275,275,275,0,0.0010423660278320312,0,0.0005543231964111328,0,0.00031256675720214844,0,0.0002448558807373047
276,276,276,0,0.0010216236114501953,0,0.0005948543548583984,0,0.0003228187561035156,0,0.00025272369384765625
277,277,277,0,0.0011134147644042969,0,0.0005528926849365234,0,0.0003211498260498047,0,0.00026035308837890625
278,278,278,0,0.0010099411010742188,0,0.0005381107330322266,0,0.0003294944763183594,0,0.00025081634521484375
279,279,279,0,0.0010938644409179688,0,0.0005335807800292969,0,0.0003304481506347656,0,0.0002574920654296875
280,280,280,0,0.0010132789611816406,0,0.0006842613220214844,0,0.00032901763916015625,0,0.0002620220184326172
281,281,281,0,0.0010113716125488281,0,0.0005822181701660156,0,0.0003268718719482422,0,0.0002570152282714844
282,282,282,0,0.0010750293731689453,0,0.0005865097045898438,0,0.000331878662109375,0,0.00025463104248046875
283,283,283,0,0.0010101795196533203,0,0.0005409717559814453,0,0.00039005279541015625,0,0.0002830028533935547
284,284,284,0,0.0010533332824707031,0,0.0006420612335205078,0,0.0003311634063720703,0,0.0002651214599609375
285,285,285,0,0.0010223388671875,0,0.0005517005920410156,0,0.0003294944763183594,0,0.0002605915069580078
286,286,286,0,0.0012047290802001953,0,0.0005624294281005859,0,0.0003345012664794922,0,0.00026106834411621094
287,287,287,0,0.0010459423065185547,0,0.0006201267242431641,0,0.0003314018249511719,0,0.00026154518127441406
288,288,288,0,0.001127004623413086,0,0.0005452632904052734,0,0.0003364086151123047,0,0.0002627372741699219
289,289,289,0,0.0011014938354492188,0,0.0005881786346435547,0,0.00040531158447265625,0,0.00027179718017578125
290,290,290,0,0.0011506080627441406,0,0.0005617141723632812,0,0.0003349781036376953,0,0.0002701282501220703
291,291,291,0,0.001108407974243164,0,0.0007381439208984375,0,0.0003485679626464844,0,0.000270843505859375
292,292,292,0,0.001104593276977539,0,0.0005624294281005859,0,0.0003979206085205078,0,0.0002732276916503906
293,293,293,0,0.0010998249053955078,0,0.0007002353668212891,0,0.0003409385681152344,0,0.0002734661102294922
294,294,294,0,0.001108407974243164,0,0.0005762577056884766,0,0.0003361701965332031,0,0.0002675056457519531
295,295,295,0,0.0011734962463378906,0,0.0005979537963867188,0,0.00034499168395996094,0,0.00026988983154296875
296,296,296,0,0.0011157989501953125,0,0.0005679130554199219,0,0.0004105567932128906,0,0.00028014183044433594
297,297,297,0,0.0011665821075439453,0,0.0005719661712646484,0,0.00034332275390625,0,0.00028252601623535156
298,298,298,0,0.00110626220703125,0,0.0006544589996337891,0,0.0003495216369628906,0,0.0002760887145996094
299,299,299,0,0.001226663589477539,0,0.0005645751953125,0,0.0003566741943359375,0,0.00027489662170410156
300,300,300,0,0.0011322498321533203,0,0.0005624294281005859,0,0.00041222572326660156,0,0.0002830028533935547
301,301,301,0,0.0012438297271728516,0,0.0005996227264404297,0,0.0004100799560546875,0,0.0002899169921875
302,302,302,0,0.001129150390625,0,0.0007059574127197266,0,0.0003590583801269531,0,0.00028252601623535156
303,303,303,0,0.001146078109741211,0,0.0005958080291748047,0,0.0004138946533203125,0,0.0002830028533935547
304,304,304,0,0.0012264251708984375,0,0.0006253719329833984,0,0.0003523826599121094,0,0.00028896331787109375
305,305,305,0,0.0012154579162597656,0,0.0005903244018554688,0,0.00040721893310546875,0,0.00028443336486816406
306,306,306,0,0.0011894702911376953,0,0.0006954669952392578,0,0.0003566741943359375,0,0.00028514862060546875
307,307,307,0,0.0012257099151611328,0,0.0006079673767089844,0,0.0003600120544433594,0,0.00029158592224121094
308,308,308,0,0.0014154911041259766,0,0.0005908012390136719,0,0.00041604042053222656,0,0.0002951622009277344
309,309,309,0,0.0012590885162353516,0,0.0006635189056396484,0,0.0004191398620605469,0,0.00029468536376953125
310,310,310,0,0.0012581348419189453,0,0.0005803108215332031,0,0.00035691261291503906,0,0.00029468536376953125
311,311,311,0,0.0012197494506835938,0,0.0006706714630126953,0,0.00036263465881347656,0,0.0003063678741455078
312,312,312,0,0.0013644695281982422,0,0.0006031990051269531,0,0.00037741661071777344,0,0.00030112266540527344
313,313,313,0,0.0012288093566894531,0,0.0006189346313476562,0,0.0003712177276611328,0,0.0003218650817871094
314,314,314,0,0.0012657642364501953,0,0.0006022453308105469,0,0.0004284381866455078,0,0.0003123283386230469
315,315,315,0,0.0012466907501220703,0,0.000690460205078125,0,0.0003705024719238281,0,0.0003135204315185547
316,316,316,0,0.001268625259399414,0,0.0006108283996582031,0,0.0003643035888671875,0,0.0003113746643066406
317,317,317,0,0.001333475112915039,0,0.0006797313690185547,0,0.0003814697265625,0,0.00031280517578125
318,318,318,0,0.0012888908386230469,0,0.0006175041198730469,0,0.0003714561462402344,0,0.0003542900085449219
319,319,319,0,0.0014157295227050781,0,0.0006034374237060547,0,0.00037550926208496094,0,0.0003197193145751953
320,320,320,0,0.001270294189453125,0,0.0006740093231201172,0,0.0004391670227050781,0,0.0003228187561035156
321,321,321,0,0.0013556480407714844,0,0.0006268024444580078,0,0.00039958953857421875,0,0.0003323554992675781
322,322,322,0,0.0013151168823242188,0,0.0007011890411376953,0,0.0004017353057861328,0,0.00032258033752441406
323,323,323,0,0.0014390945434570312,0,0.0006344318389892578,0,0.000396728515625,0,0.00033545494079589844
324,324,324,0,0.0013017654418945312,0,0.0006387233734130859,0,0.0003921985626220703,0,0.0003323554992675781
325,325,325,0,0.0013556480407714844,0,0.0006158351898193359,0,0.0004611015319824219,0,0.00033736228942871094
326,326,326,0,0.0013988018035888672,0,0.0006613731384277344,0,0.0003974437713623047,0,0.0003325939178466797
327,327,327,0,0.0013437271118164062,0,0.0006015300750732422,0,0.00046563148498535156,0,0.0003371238708496094
328,328,328,0,0.0014605522155761719,0,0.0007517337799072266,0,0.0004146099090576172,0,0.00034499168395996094
329,329,329,0,0.0013580322265625,0,0.0006089210510253906,0,0.00045800209045410156,0,0.00034236907958984375
330,330,330,0,0.0015933513641357422,0,0.0006413459777832031,0,0.0004100799560546875,0,0.0003402233123779297
331,331,331,0,0.0014219284057617188,0,0.0006723403930664062,0,0.00045609474182128906,0,0.0003523826599121094
332,332,332,0,0.0014867782592773438,0,0.0006511211395263672,0,0.00046133995056152344,0,0.00036835670471191406
333,333,333,0,0.0014123916625976562,0,0.0006895065307617188,0,0.0004563331604003906,0,0.0003502368927001953
334,334,334,0,0.0014963150024414062,0,0.0006191730499267578,0,0.00041365623474121094,0,0.00035381317138671875
335,335,335,0,0.0014255046844482422,0,0.0006651878356933594,0,0.0004134178161621094,0,0.0003604888916015625
336,336,336,0,0.0014002323150634766,0,0.0006103515625,0,0.00048041343688964844,0,0.00034737586975097656
337,337,337,0,0.0015459060668945312,0,0.0007128715515136719,0,0.0004134178161621094,0,0.00035190582275390625
338,338,338,0,0.0014340877532958984,0,0.0006430149078369141,0,0.00047516822814941406,0,0.00034928321838378906
339,339,339,0,0.0015766620635986328,0,0.0007929801940917969,0,0.00043201446533203125,0,0.0003638267517089844
340,340,340,0,0.0015027523040771484,0,0.0006558895111083984,0,0.0004677772521972656,0,0.0003609657287597656
341,341,341,0,0.0017154216766357422,0,0.0006496906280517578,0,0.0004284381866455078,0,0.0003662109375
342,342,342,0,0.0015685558319091797,0,0.0007195472717285156,0,0.0004754066467285156,0,0.0003657341003417969
343,343,343,0,0.001659393310546875,0,0.0006945133209228516,0,0.0004298686981201172,0,0.00036978721618652344
344,344,344,0,0.0015690326690673828,0,0.0007350444793701172,0,0.0004754066467285156,0,0.00036525726318359375
345,345,345,0,0.0016355514526367188,0,0.0006844997406005859,0,0.0004756450653076172,0,0.00037360191345214844
346,346,346,0,0.0015463829040527344,0,0.0008211135864257812,0,0.00042939186096191406,0,0.0003705024719238281
347,347,347,0,0.0015416145324707031,0,0.0007321834564208984,0,0.00044035911560058594,0,0.0003724098205566406
348,348,348,0,0.001603841781616211,0,0.0007851123809814453,0,0.0004379749298095703,0,0.00037550926208496094
349,349,349,0,0.0015745162963867188,0,0.0007381439208984375,0,0.00043702125549316406,0,0.0003781318664550781
350,350,350,0,0.0016324520111083984,0,0.0008199214935302734,0,0.0004477500915527344,0,0.0003705024719238281
351,351,351,0,0.0015833377838134766,0,0.0007534027099609375,0,0.0005037784576416016,0,0.0003764629364013672
352,352,352,0,0.0016064643859863281,0,0.0006802082061767578,0,0.00043582916259765625,0,0.00036978721618652344
353,353,353,0,0.0016102790832519531,0,0.0007557868957519531,0,0.0005326271057128906,0,0.00037741661071777344
354,354,354,0,0.0017802715301513672,0,0.000713348388671875,0,0.0004487037658691406,0,0.0003795623779296875
355,355,355,0,0.0016167163848876953,0,0.0006880760192871094,0,0.0005133152008056641,0,0.00038552284240722656
356,356,356,0,0.0017809867858886719,0,0.0007367134094238281,0,0.0004515647888183594,0,0.0003840923309326172
357,357,357,0,0.001634359359741211,0,0.0008969306945800781,0,0.0004494190216064453,0,0.00037789344787597656
358,358,358,0,0.0017032623291015625,0,0.0007524490356445312,0,0.0004456043243408203,0,0.0003848075866699219
359,359,359,0,0.0016865730285644531,0,0.0009174346923828125,0,0.000446319580078125,0,0.0003895759582519531
360,360,360,0,0.0017125606536865234,0,0.0007762908935546875,0,0.00044608116149902344,0,0.00037932395935058594
361,361,361,0,0.0017120838165283203,0,0.0008988380432128906,0,0.00045490264892578125,0,0.00038743019104003906
362,362,362,0,0.0017616748809814453,0,0.0007700920104980469,0,0.0005049705505371094,0,0.00038814544677734375
363,363,363,0,0.0018606185913085938,0,0.0007047653198242188,0,0.0010025501251220703,0,0.0003833770751953125
364,364,364,0,0.0017971992492675781,0,0.0007789134979248047,0,0.0005207061767578125,0,0.0003952980041503906
365,365,365,0,0.0018699169158935547,0,0.0007376670837402344,0,0.0004603862762451172,0,0.00038242340087890625
366,366,366,0,0.0017840862274169922,0,0.0007767677307128906,0,0.0005042552947998047,0,0.00038743019104003906
367,367,367,0,0.0019421577453613281,0,0.0007326602935791016,0,0.0005168914794921875,0,0.00039768218994140625
368,368,368,0,0.0017750263214111328,0,0.0009989738464355469,0,0.0004649162292480469,0,0.00039696693420410156
369,369,369,0,0.0018429756164550781,0,0.0007956027984619141,0,0.0005052089691162109,0,0.0003955364227294922
370,370,370,0,0.0018401145935058594,0,0.0009238719940185547,0,0.00046181678771972656,0,0.0004019737243652344
371,371,371,0,0.0018460750579833984,0,0.0007932186126708984,0,0.0005249977111816406,0,0.0004019737243652344
372,372,372,0,0.0018625259399414062,0,0.0008728504180908203,0,0.0004811286926269531,0,0.00040531158447265625
373,373,373,0,0.001796722412109375,0,0.0008008480072021484,0,0.0005209445953369141,0,0.00040912628173828125
374,374,374,0,0.0020160675048828125,0,0.0007696151733398438,0,0.0004730224609375,0,0.00040984153747558594
375,375,375,0,0.0018830299377441406,0,0.0007903575897216797,0,0.0005266666412353516,0,0.00041866302490234375
376,376,376,0,0.002015352249145508,0,0.0007677078247070312,0,0.0005221366882324219,0,0.00041222572326660156
377,377,377,0,0.0018761157989501953,0,0.0008139610290527344,0,0.0005242824554443359,0,0.0004246234893798828
378,378,378,0,0.0019497871398925781,0,0.0007357597351074219,0,0.0004725456237792969,0,0.00042176246643066406
379,379,379,0,0.0019364356994628906,0,0.0010483264923095703,0,0.0004811286926269531,0,0.0004279613494873047
380,380,380,0,0.0019140243530273438,0,0.0008244514465332031,0,0.0005297660827636719,0,0.0004265308380126953
381,381,381,0,0.0019445419311523438,0,0.0010364055633544922,0,0.0005357265472412109,0,0.0004286766052246094
382,382,382,0,0.0019807815551757812,0,0.0008192062377929688,0,0.0005350112915039062,0,0.00043010711669921875
383,383,383,0,0.0019855499267578125,0,0.0009217262268066406,0,0.0005505084991455078,0,0.0004374980926513672
384,384,384,0,0.0018754005432128906,0,0.0007536411285400391,0,0.0005478858947753906,0,0.0004353523254394531
385,385,385,0,0.002179384231567383,0,0.0007994174957275391,0,0.0005483627319335938,0,0.00043773651123046875
386,386,386,0,0.002067089080810547,0,0.0008392333984375,0,0.0005440711975097656,0,0.00044226646423339844
387,387,387,0,0.0021126270294189453,0,0.0008134841918945312,0,0.0005006790161132812,0,0.00044155120849609375
388,388,388,0,0.0019905567169189453,0,0.0008769035339355469,0,0.0005419254302978516,0,0.0004374980926513672
389,389,389,0,0.002209901809692383,0,0.0007944107055664062,0,0.0005490779876708984,0,0.00044846534729003906
390,390,390,0,0.0020530223846435547,0,0.0010466575622558594,0,0.0005054473876953125,0,0.0004391670227050781
391,391,391,0,0.002118825912475586,0,0.0008513927459716797,0,0.0005397796630859375,0,0.00044417381286621094
392,392,392,0,0.002109527587890625,0,0.0010142326354980469,0,0.0005078315734863281,0,0.0004398822784423828
393,393,393,0,0.002093791961669922,0,0.0008683204650878906,0,0.0005564689636230469,0,0.0004515647888183594
394,394,394,0,0.0020859241485595703,0,0.0009350776672363281,0,0.0005052089691162109,0,0.0004398822784423828
395,395,395,0,0.0020999908447265625,0,0.0008976459503173828,0,0.0005652904510498047,0,0.0004494190216064453
396,396,396,0,0.002249002456665039,0,0.0007879734039306641,0,0.0005087852478027344,0,0.0004477500915527344
397,397,397,0,0.0021576881408691406,0,0.0008594989776611328,0,0.0005731582641601562,0,0.00045371055603027344
398,398,398,0,0.0023260116577148438,0,0.0008347034454345703,0,0.0005581378936767578,0,0.000457763671875
399,399,399,0,0.0021584033966064453,0,0.0008614063262939453,0,0.0005590915679931641,0,0.0004558563232421875
400,400,400,0,0.0022051334381103516,0,0.000820159912109375,0,0.0005214214324951172,0,0.00045871734619140625
401,401,401,0,0.0022139549255371094,0,0.0011005401611328125,0,0.0005259513854980469,0,0.00045800209045410156
402,402,402,0,0.002233743667602539,0,0.0008859634399414062,0,0.0005781650543212891,0,0.00047087669372558594
403,403,403,0,0.0022385120391845703,0,0.001119375228881836,0,0.000583648681640625,0,0.00048232078552246094
404,404,404,0,0.0022499561309814453,0,0.0009121894836425781,0,0.0005860328674316406,0,0.00046706199645996094
405,405,405,0,0.0022537708282470703,0,0.0009989738464355469,0,0.0005373954772949219,0,0.00048041343688964844
406,406,406,0,0.0021986961364746094,0,0.0008456707000732422,0,0.0005993843078613281,0,0.00047087669372558594
407,407,407,0,0.0024139881134033203,0,0.00086212158203125,0,0.0005834102630615234,0,0.0004794597625732422
408,408,408,0,0.0022742748260498047,0,0.0009055137634277344,0,0.000591278076171875,0,0.0004830360412597656
409,409,409,0,0.002391338348388672,0,0.0008492469787597656,0,0.0005390644073486328,0,0.0004773139953613281
410,410,410,0,0.002257823944091797,0,0.0009329319000244141,0,0.0006113052368164062,0,0.0004858970642089844
411,411,411,0,0.0024328231811523438,0,0.0008742809295654297,0,0.0006024837493896484,0,0.0005006790161132812
412,412,412,0,0.002298593521118164,0,0.001132965087890625,0,0.0005557537078857422,0,0.0004904270172119141
413,413,413,0,0.0023212432861328125,0,0.0009303092956542969,0,0.0005919933319091797,0,0.0004897117614746094
414,414,414,0,0.0023391246795654297,0,0.0010673999786376953,0,0.0005481243133544922,0,0.0004868507385253906
415,415,415,0,0.0023195743560791016,0,0.0009171962738037109,0,0.0006010532379150391,0,0.0004868507385253906
416,416,416,0,0.0022847652435302734,0,0.0009715557098388672,0,0.0005502700805664062,0,0.000492095947265625
417,417,417,0,0.0023403167724609375,0,0.0009524822235107422,0,0.0006034374237060547,0,0.0004906654357910156
418,418,418,0,0.002569913864135742,0,0.0009222030639648438,0,0.0005521774291992188,0,0.0004937648773193359
419,419,419,0,0.002490520477294922,0,0.0009412765502929688,0,0.0006632804870605469,0,0.0004985332489013672
420,420,420,0,0.0026297569274902344,0,0.0008924007415771484,0,0.0006544589996337891,0,0.0005013942718505859
421,421,421,0,0.0024442672729492188,0,0.0010385513305664062,0,0.0006060600280761719,0,0.0004985332489013672
422,422,422,0,0.0027244091033935547,0,0.0008966922760009766,0,0.0006201267242431641,0,0.0004990100860595703
423,423,423,0,0.0024225711822509766,0,0.0013418197631835938,0,0.0006039142608642578,0,0.0005064010620117188
424,424,424,0,0.0024695396423339844,0,0.0010139942169189453,0,0.0005936622619628906,0,0.0005049705505371094
425,425,425,0,0.0025424957275390625,0,0.0012545585632324219,0,0.0006108283996582031,0,0.0005106925964355469
426,426,426,0,0.002492189407348633,0,0.0010190010070800781,0,0.0006103515625,0,0.0005104541778564453
427,427,427,0,0.0025815963745117188,0,0.0012402534484863281,0,0.0006296634674072266,0,0.0005183219909667969
428,428,428,0,0.002550363540649414,0,0.0010297298431396484,0,0.0006139278411865234,0,0.0005211830139160156
429,429,429,0,0.0029120445251464844,0,0.0009796619415283203,0,0.0006663799285888672,0,0.0005176067352294922
430,430,430,0,0.0025513172149658203,0,0.0010378360748291016,0,0.0006403923034667969,0,0.0005099773406982422
431,431,431,0,0.0028982162475585938,0,0.0008933544158935547,0,0.0006694793701171875,0,0.0005118846893310547
432,432,432,0,0.0026073455810546875,0,0.001035451889038086,0,0.0006318092346191406,0,0.0005266666412353516
433,433,433,0,0.002916097640991211,0,0.0009634494781494141,0,0.0006425380706787109,0,0.0005249977111816406
434,434,434,0,0.0026221275329589844,0,0.0014188289642333984,0,0.00063323974609375,0,0.0005240440368652344
435,435,435,0,0.0026483535766601562,0,0.0010311603546142578,0,0.0006103515625,0,0.0005278587341308594
436,436,436,0,0.0027141571044921875,0,0.0013279914855957031,0,0.0006403923034667969,0,0.0005326271057128906
437,437,437,0,0.0026662349700927734,0,0.0010540485382080078,0,0.0006358623504638672,0,0.0005371570587158203
438,438,438,0,0.002741098403930664,0,0.0013270378112792969,0,0.0006382465362548828,0,0.0005393028259277344
439,439,439,0,0.0026807785034179688,0,0.0010645389556884766,0,0.0006473064422607422,0,0.0005357265472412109
440,440,440,0,0.0031239986419677734,0,0.0010313987731933594,0,0.0006892681121826172,0,0.0005376338958740234
441,441,441,0,0.002742290496826172,0,0.0010623931884765625,0,0.0006468296051025391,0,0.0005450248718261719
442,442,442,0,0.0030562877655029297,0,0.0009794235229492188,0,0.0007152557373046875,0,0.0005478858947753906
443,443,443,0,0.002731800079345703,0,0.0010685920715332031,0,0.00064849853515625,0,0.0005578994750976562
444,444,444,0,0.002990245819091797,0,0.0009768009185791016,0,0.0006566047668457031,0,0.0005543231964111328
445,445,445,0,0.0027687549591064453,0,0.0014324188232421875,0,0.0006759166717529297,0,0.0005698204040527344
446,446,446,0,0.002762317657470703,0,0.001104593276977539,0,0.0006418228149414062,0,0.0005664825439453125
447,447,447,0,0.0028679370880126953,0,0.001322031021118164,0,0.0006580352783203125,0,0.0005624294281005859
448,448,448,0,0.0027980804443359375,0,0.0010876655578613281,0,0.0006597042083740234,0,0.0005643367767333984
449,449,449,0,0.0030183792114257812,0,0.0013527870178222656,0,0.0007007122039794922,0,0.0005810260772705078
450,450,450,0,0.0029070377349853516,0,0.0011348724365234375,0,0.000682830810546875,0,0.0005877017974853516
451,451,451,0,0.0033669471740722656,0,0.0010826587677001953,0,0.0007359981536865234,0,0.0005865097045898438
452,452,452,0,0.002914905548095703,0,0.0011196136474609375,0,0.0006918907165527344,0,0.0006015300750732422
453,453,453,0,0.0033004283905029297,0,0.0010187625885009766,0,0.0007598400115966797,0,0.000598907470703125
454,454,454,0,0.002976655960083008,0,0.001149892807006836,0,0.0006945133209228516,0,0.0005879402160644531
455,455,455,0,0.0032210350036621094,0,0.0010547637939453125,0,0.0007047653198242188,0,0.0006158351898193359
456,456,456,0,0.0029883384704589844,0,0.0014836788177490234,0,0.0007219314575195312,0,0.0006015300750732422
457,457,457,0,0.003042936325073242,0,0.0011050701141357422,0,0.0006816387176513672,0,0.0006010532379150391
458,458,458,0,0.0030388832092285156,0,0.001367807388305664,0,0.0007219314575195312,0,0.0005936622619628906
459,459,459,0,0.0030574798583984375,0,0.0011441707611083984,0,0.0006968975067138672,0,0.0006043910980224609
460,460,460,0,0.0031499862670898438,0,0.0013995170593261719,0,0.000728607177734375,0,0.0006136894226074219
461,461,461,0,0.0030782222747802734,0,0.0011341571807861328,0,0.0007064342498779297,0,0.00061798095703125
462,462,462,0,0.003543853759765625,0,0.0010929107666015625,0,0.0007658004760742188,0,0.0006105899810791016
463,463,463,0,0.003078460693359375,0,0.0011255741119384766,0,0.0006947517395019531,0,0.0006091594696044922
464,464,464,0,0.0034437179565429688,0,0.0010495185852050781,0,0.0007760524749755859,0,0.0006182193756103516
465,465,465,0,0.003187894821166992,0,0.001190185546875,0,0.0007138252258300781,0,0.0006172657012939453
466,466,466,0,0.0034401416778564453,0,0.0010857582092285156,0,0.000743865966796875,0,0.00061798095703125
467,467,467,0,0.0031905174255371094,0,0.001554250717163086,0,0.0007340908050537109,0,0.0006253719329833984
468,468,468,0,0.003216981887817383,0,0.0011746883392333984,0,0.0007314682006835938,0,0.0006291866302490234
469,469,469,0,0.003268718719482422,0,0.001434326171875,0,0.0007407665252685547,0,0.0006344318389892578
470,470,470,0,0.0032143592834472656,0,0.0011942386627197266,0,0.0007326602935791016,0,0.0006256103515625
471,471,471,0,0.0032835006713867188,0,0.0014336109161376953,0,0.0007283687591552734,0,0.0006241798400878906
472,472,472,0,0.003210783004760742,0,0.0012047290802001953,0,0.0007305145263671875,0,0.0006353855133056641
473,473,473,0,0.0036957263946533203,0,0.001155853271484375,0,0.0007760524749755859,0,0.0006361007690429688
474,474,474,0,0.003269672393798828,0,0.001199960708618164,0,0.0007309913635253906,0,0.0006289482116699219
475,475,475,0,0.003577709197998047,0,0.0010781288146972656,0,0.0007960796356201172,0,0.0006387233734130859
476,476,476,0,0.0032546520233154297,0,0.0012006759643554688,0,0.0007760524749755859,0,0.0006520748138427734
477,477,477,0,0.003625631332397461,0,0.0011296272277832031,0,0.0007627010345458984,0,0.0006511211395263672
478,478,478,0,0.003307819366455078,0,0.001577138900756836,0,0.0007433891296386719,0,0.0006470680236816406
479,479,479,0,0.003361940383911133,0,0.0012340545654296875,0,0.0007493495941162109,0,0.0006389617919921875
480,480,480,0,0.0033805370330810547,0,0.0014238357543945312,0,0.0007846355438232422,0,0.0006580352783203125
481,481,481,0,0.00342559814453125,0,0.0012471675872802734,0,0.0007491111755371094,0,0.0006668567657470703
482,482,482,0,0.0035185813903808594,0,0.001495361328125,0,0.0007829666137695312,0,0.0006670951843261719
483,483,483,0,0.003522157669067383,0,0.0012927055358886719,0,0.0007534027099609375,0,0.0006592273712158203
484,484,484,0,0.0038967132568359375,0,0.0012333393096923828,0,0.0007948875427246094,0,0.0006554126739501953
485,485,485,0,0.0035524368286132812,0,0.0012993812561035156,0,0.0007603168487548828,0,0.0006668567657470703
486,486,486,0,0.003904581069946289,0,0.0011663436889648438,0,0.0008134841918945312,0,0.0006618499755859375
487,487,487,0,0.0035533905029296875,0,0.0012726783752441406,0,0.0007681846618652344,0,0.0006773471832275391
488,488,488,0,0.003850698471069336,0,0.0011601448059082031,0,0.0007760524749755859,0,0.0006666183471679688
489,489,489,0,0.003599882125854492,0,0.0016379356384277344,0,0.0007731914520263672,0,0.0006625652313232422
490,490,490,0,0.0036237239837646484,0,0.0012848377227783203,0,0.0007691383361816406,0,0.0006859302520751953
491,491,491,0,0.0037300586700439453,0,0.0015032291412353516,0,0.0007817745208740234,0,0.0006723403930664062
492,492,492,0,0.0036194324493408203,0,0.0012712478637695312,0,0.0007822513580322266,0,0.0006766319274902344
493,493,493,0,0.0037221908569335938,0,0.001512289047241211,0,0.0007920265197753906,0,0.0006654262542724609
494,494,494,0,0.003638744354248047,0,0.0012807846069335938,0,0.0007693767547607422,0,0.0006687641143798828
495,495,495,0,0.00419306755065918,0,0.0012259483337402344,0,0.0008366107940673828,0,0.0006816387176513672
496,496,496,0,0.0036919116973876953,0,0.0013225078582763672,0,0.0007762908935546875,0,0.0006849765777587891
497,497,497,0,0.004156589508056641,0,0.0012257099151611328,0,0.0008585453033447266,0,0.0006823539733886719
498,498,498,0,0.0038192272186279297,0,0.0013229846954345703,0,0.0007929801940917969,0,0.0007045269012451172
499,499,499,0,0.004069805145263672,0,0.0012195110321044922,0,0.0008130073547363281,0,0.0006973743438720703
500,500,500,0,0.0038437843322753906,0,0.0016939640045166016,0,0.0007905960083007812,0,0.0006847381591796875
501,501,501,0,0.0038232803344726562,0,0.0013282299041748047,0,0.0007967948913574219,0,0.0006921291351318359
502,502,502,0,0.003914833068847656,0,0.0015468597412109375,0,0.0007927417755126953,0,0.0006859302520751953
503,503,503,0,0.0038635730743408203,0,0.0013184547424316406,0,0.0007913112640380859,0,0.0006966590881347656
504,504,504,0,0.003877878189086914,0,0.0015997886657714844,0,0.0008192062377929688,0,0.0006945133209228516
505,505,505,0,0.003859281539916992,0,0.0013573169708251953,0,0.0007984638214111328,0,0.0007028579711914062
506,506,506,0,0.004290580749511719,0,0.0012943744659423828,0,0.0008575916290283203,0,0.0007035732269287109
507,507,507,0,0.003963947296142578,0,0.0013458728790283203,0,0.0007989406585693359,0,0.0007047653198242188
508,508,508,0,0.004296779632568359,0,0.001224517822265625,0,0.0008518695831298828,0,0.0007030963897705078
509,509,509,0,0.003968238830566406,0,0.0013358592987060547,0,0.0008063316345214844,0,0.000720977783203125
510,510,510,0,0.004254341125488281,0,0.0012440681457519531,0,0.0008513927459716797,0,0.0007827281951904297
511,511,511,0,0.004094123840332031,0,0.0018465518951416016,0,0.0010061264038085938,0,0.0007936954498291016
512,512,512,0,0.004169940948486328,0,0.0014529228210449219,0,0.0009136199951171875,0,0.000743865966796875
