dim_M,dim_N,dim_K,Numpy_failed (1),Numpy_time (s),CudaGlobalMemory_failed (1),CudaGlobalMemory_time (s),CudaSharedMemory_failed (1),CudaSharedMemory_time (s),CupyMatmul_failed (1),CupyMatmul_time (s),CupyDot_failed (1),CupyDot_time (s)
1024,4,1024,0,0.00021982192993164062,0,0.0015914440155029297,0,0.004599571228027344,0,0.0006196498870849609,0,0.0005688667297363281
1024,8,1024,0,0.00011491775512695312,0,0.0016100406646728516,0,0.005092620849609375,0,0.0006260871887207031,0,0.0005810260772705078
1024,12,1024,0,7.367134094238281e-05,0,0.0015480518341064453,0,0.004542350769042969,0,0.0006937980651855469,0,0.0005731582641601562
1024,16,1024,0,8.940696716308594e-05,0,0.001924753189086914,0,0.004562854766845703,0,0.0006306171417236328,0,0.0005800724029541016
1024,20,1024,0,0.00011324882507324219,0,0.0018985271453857422,0,0.004579067230224609,0,0.0006630420684814453,0,0.0006003379821777344
1024,24,1024,0,0.00012826919555664062,0,0.0023970603942871094,0,0.004586219787597656,0,0.0006470680236816406,0,0.0005915164947509766
1024,28,1024,0,0.00014638900756835938,0,0.0019047260284423828,0,0.004563808441162109,0,0.0007023811340332031,0,0.0006029605865478516
1024,32,1024,0,0.00013971328735351562,0,0.0024459362030029297,0,0.004567861557006836,0,0.0006508827209472656,0,0.0006036758422851562
1024,36,1024,0,0.00016021728515625,0,0.002222299575805664,0,0.004934787750244141,0,0.0006785392761230469,0,0.0006279945373535156
1024,40,1024,0,0.00019407272338867188,0,0.0022993087768554688,0,0.004694938659667969,0,0.0006730556488037109,0,0.0006382465362548828
1024,44,1024,0,0.00022745132446289062,0,0.002290487289428711,0,0.005155324935913086,0,0.0007007122039794922,0,0.0006439685821533203
1024,48,1024,0,0.0002307891845703125,0,0.002307415008544922,0,0.004640817642211914,0,0.0006802082061767578,0,0.0006465911865234375
1024,52,1024,0,0.0002739429473876953,0,0.002701282501220703,0,0.005187034606933594,0,0.0006933212280273438,0,0.0006542205810546875
1024,56,1024,0,0.0002799034118652344,0,0.002722501754760742,0,0.004624128341674805,0,0.0007097721099853516,0,0.0006515979766845703
1024,60,1024,0,0.00026106834411621094,0,0.003180265426635742,0,0.0046541690826416016,0,0.0006911754608154297,0,0.0006670951843261719
1024,64,1024,0,0.0002930164337158203,0,0.002650022506713867,0,0.004636526107788086,0,0.0007021427154541016,0,0.000675201416015625
