dim_M,dim_N,dim_K,Numpy_failed (1),Numpy_time (s),CudaGlobalMemory_failed (1),CudaGlobalMemory_time (s),CudaSharedMemory_failed (1),CudaSharedMemory_time (s),CupyMatmul_failed (1),CupyMatmul_time (s),CupyDot_failed (1),CupyDot_time (s)
780,1024,1024,0,0.002804994583129883,0,0.021195411682128906,0,0.007183551788330078,0,0.0023403167724609375,0,0.0021979808807373047
784,1024,1024,0,0.002748250961303711,0,0.02125692367553711,0,0.007957935333251953,0,0.0024585723876953125,0,0.002273082733154297
788,1024,1024,0,0.002655029296875,0,0.021275758743286133,0,0.006480693817138672,0,0.0023796558380126953,0,0.002207040786743164
792,1024,1024,0,0.0025663375854492188,0,0.022873878479003906,0,0.0065877437591552734,0,0.002463102340698242,0,0.002294301986694336
796,1024,1024,0,0.002468109130859375,0,0.02146601676940918,0,0.006462574005126953,0,0.002386331558227539,0,0.0022580623626708984
800,1024,1024,0,0.002437114715576172,0,0.02326345443725586,0,0.006500720977783203,0,0.002436399459838867,0,0.002249479293823242
804,1024,1024,0,0.002429962158203125,0,0.021744251251220703,0,0.007245063781738281,0,0.002397298812866211,0,0.0022132396697998047
808,1024,1024,0,0.0026025772094726562,0,0.023366212844848633,0,0.007251262664794922,0,0.002384662628173828,0,0.0022079944610595703
812,1024,1024,0,0.002643585205078125,0,0.021842002868652344,0,0.00798940658569336,0,0.0023708343505859375,0,0.002237558364868164
816,1024,1024,0,0.002697467803955078,0,0.022053003311157227,0,0.0065348148345947266,0,0.0024645328521728516,0,0.002284526824951172
